state,cityname,mean_household_income
AZ,Apache Junction,79561
AZ,Superior,62379
AZ,Florence,54166
AZ,Flagstaff,75790
AZ,Phoenix,0
AZ,Casa Grande,40634
AZ,Casa Grande,75195
AZ,Phoenix,61168
AZ,Casa Grande,69057
AZ,Casa Grande,45215
AZ,Casa Grande,49473
AZ,Maricopa,55403
AZ,Maricopa,58366
AZ,Eloy,36791
AZ,Picacho,58418
AZ,San Manuel,51281
AZ,Stanfield,31761
AZ,Nogales,59888
AZ,Laveen,87204
AZ,Rio Rico,62745
AZ,Nogales,41156
AZ,Chino Valley,48582
AZ,Prescott,59918
AZ,Prescott Valley,51402
AZ,Prescott Valley,47164
AZ,Prescott,34903
AZ,Prescott,70814
AZ,Bagdad,86089
AZ,Cottonwood,44887
AZ,Phoenix,75757
AZ,Cornville,65955
AZ,Sedona,84273
AZ,Cottonwood,64405
AZ,Tucson,34709
AZ,Yuma,29675
AZ,Yuma,48478
AZ,Yuma,29044
AZ,Yuma,42948
AZ,Yuma,86091
AZ,Yuma,45153
AZ,Phoenix,89942
AZ,Yuma,105441
AZ,Yuma,37332
AZ,Yuma,109311
AZ,Yuma,81257
AZ,Wellton,49404
AZ,Somerton,60334
AZ,San Luis,34857
AZ,Yuma,0
AZ,Phoenix,149502
AZ,Phoenix,38219
AZ,Fountain Hills,78626
AZ,Scottsdale,81806
AZ,Phoenix,80510
AZ,Scottsdale,73817
AZ,Flagstaff,77806
AZ,Scottsdale,57989
AZ,Tempe,52194
AZ,Tempe,32140
AZ,Tempe,56656
AZ,Tempe,107268
AZ,Mesa,118547
AZ,Mesa,114392
AZ,Mesa,96909
AZ,Mesa,76595
AZ,Mesa,48725
AZ,Tuba City,52684
AZ,Mesa,40329
AZ,Mesa,47839
AZ,Mesa,42256
AZ,Mesa,69408
AZ,Gilbert,77254
AZ,Mesa,76332
AZ,Higley,115345
AZ,Gilbert,97089
AZ,Mesa,55720
AZ,Mesa,83615
AZ,Young,45288
AZ,Chandler,73631
AZ,Anthem,109810
AZ,Glendale,107763
AZ,Cave Creek,80651
AZ,Peoria,76411
AZ,Phoenix,59490
AZ,Peoria,63886
AZ,Phoenix,66292
AZ,Peoria,66597
AZ,Phoenix,53013
AZ,Thatcher,38095
AZ,Phoenix,63519
AZ,Tempe,115177
AZ,Chandler,109736
AZ,Chandler,71631
AZ,Chandler,114739
AZ,Chandler,70573
AZ,Gilbert,127373
AR,Hamburg,43595
AR,Cove,34755
AR,Greers Ferry,56439
AR,Brockwell,141250
AR,Stuttgart,49237
AR,Jasper,44172
AR,Keiser,39381
AR,Lake City,42530
AR,Poyen,33766
AR,London,42109
AR,Mccrory,35812
AR,Magnolia,47447
AR,Marmaduke,40121
AR,Hartford,29908
AR,Wheatley,38283
AR,Mulberry,38940
AR,Norman,31172
AR,Walnut Ridge,25318
AR,Pangburn,35811
AR,Perryville,46284
AR,Morrilton,55086
AR,Poyen,51936
AR,Rector,41443
AR,Barton,20112
AR,St Paul,36716
AR,Sheridan,58373
AR,Sparkman,38731
AR,Stuttgart,50576
AR,Taylor,49313
AR,Tuckerman,44836
AR,Vandervoort,22366
AR,Warren,40194
AR,Wheatley,45900
AR,Wilson,60543
AR,Saratoga,46324
AR,Bryant,31297
AR,Newport,23633
AR,Marianna,38906
AR,Bauxite,41559
AR,Benton,66497
AR,Monette,49473
AR,Jonesboro,39788
AR,Flippin,43262
AR,Newport,45629
AR,Cedarville,59148
AR,Camden,29658
AR,Conway,61441
AR,Kirby,42990
AR,Leslie,29546
AR,Donaldson,39519
AR,Friars Point,30032
AR,Caraway,44134
AR,Crossett,31456
AR,Hot Springs,52558
AR,Garfield,51528
AR,Sonora,112207
AR,Greenwood,64615
AR,Concord,34936
AR,Heber Springs,41075
AR,Quitman,65600
AR,Emerson,73985
AR,Center Ridge,53764
AR,Morrilton,52967
AR,Rector,43657
AR,Jonesboro,46802
AR,Jonesboro,24430
AR,Jonesboro,51727
AR,Jonesboro,44668
AR,Bay,45468
AR,Brookland,64673
AR,Van Buren,75145
AR,Van Buren,53278
AR,Van Buren,39265
AR,West Memphis,33923
AR,Rison,57828
AR,West Memphis,86345
AR,Earle,78777
AR,Marion,76159
AR,Earle,32203
AR,Wynne,36521
AR,Sparkman,42507
AR,Dumas,20862
AR,Dermott,55695
AR,Monticello,49946
AR,Greenbrier,60640
AR,Morrilton,51029
AR,Vilonia,56573
AR,Conway,73391
AR,Conway,72984
AR,Conway,0
AR,Conway,120893
AR,Ozark,51212
AR,Branch,52530
AR,Viola,38899
AR,Hot Springs,80402
AR,Hot Springs,29634
AR,Jonesboro,39872
AR,Hot Springs,54421
AR,Hot Springs,21864
AR,Hot Springs,97639
AR,Hot Springs,44210
AR,Jessieville,62805
AR,Poyen,50685
AR,Paragould,50396
AR,Paragould,27815
AR,Paragould,51144
AR,Hope,32222
AR,Cedarville,48523
AR,Hope,22017
AR,Malvern,36459
AR,Donaldson,48426
AR,Mineral Springs,64750
AR,Batesville,43354
AR,Newark,40829
AR,Batesville,49170
AR,Brockwell,42618
AR,Newport,50491
AR,Newport,33450
AR,West Memphis,31132
AR,White Hall,95008
AR,Pine Bluff,42802
AR,Pine Bluff,29997
AR,Pine Bluff,21785
AR,Mountain Home,44162
AR,Pine Bluff,43272
AR,Pine Bluff,65950
AR,Altheimer,34661
AR,Clarksville,56068
AR,Lamar,56864
AR,Walnut Ridge,39883
AR,Marion,37679
AR,Hoxie,34824
AR,Palestine,51008
AR,Star City,50728
AR,Ashdown,63638
AR,Foreman,52593
AR,Magazine,62133
AR,Ward,51697
AR,Cabot,75147
AR,Jacksonville,52529
AR,England,60938
AR,Earle,32203
AR,Huntsville,52841
AR,Yellville,46070
AR,Flippin,45933
AR,Texarkana,70530
AR,Texarkana,50676
AR,Texarkana,62143
AR,Texarkana,112500
AR,Blytheville,27570
AR,Blytheville,53596
AR,Keiser,53389
AR,Dumas,44337
AR,Wilson,43785
AR,Clarendon,45955
AR,Norman,47531
AR,Jasper,50710
AR,Camden,44152
AR,Camden,54215
AR,Camden,31220
AR,Ola,51845
AR,Marvell,27554
AR,West Helena,15542
AR,Greenbrier,64857
AR,Murfreesboro,45561
AR,Harrisburg,47081
AR,Harrisburg,36571
AR,Mena,41625
AR,Vandervoort,49931
AR,Dover,47160
AR,Russellville,40602
AR,Russellville,37337
AR,Hazen,57163
AR,Little Rock,37068
AR,Conway,56859
AR,Little Rock,56326
AR,Little Rock,118293
AR,Little Rock,40534
AR,Little Rock,35996
AR,Little Rock,53695
AR,Little Rock,54392
AR,Little Rock,30485
AR,Little Rock,42047
AR,North Little Rock,25890
AR,North Little Rock,23660
AR,Conway,76936
AR,North Little Rock,35859
AR,North Little Rock,41187
AR,North Little Rock,63412
AR,Jacksonville,80662
AR,Jacksonville,41487
AR,Sherwood,94958
AR,Sherwood,80686
AR,Jacksonville,54491
AR,Little Rock,56228
AR,Little Rock,44669
AR,Hot Springs,54289
AR,Little Rock,39345
AR,Little Rock,91219
AR,Little Rock,149418
AR,Little Rock,58152
AR,Little Rock,67466
AR,Maumelle,50170
AR,Little Rock,28540
AR,Little Rock,40976
AR,Maynard,64303
AR,Pocahontas,35269
AR,Hot Springs,30039
AR,Forrest City,27555
AR,Forrest City,59725
AR,Benton,56901
AR,Bryant,71425
AR,Bryant,62584
AR,Bryant,70917
AR,Bryant,72055
AR,Bryant,104980
AR,Benton,45529
AR,St  Joe,50015
AR,Sheridan,67369
AR,Fort Smith,31717
AR,Fort Smith,25135
AR,Fort Smith,34686
AR,Fort Smith,33300
AR,Fort Smith,37088
AR,Fort Smith,44789
AR,Fort Smith,80357
AR,Fort Smith,85554
AR,Greenwood,51340
AR,Hartford,49288
AR,Paragould,56461
AR,Dequeen,35834
AR,Hardy,43294
AR,Cave City,32776
AR,Mountain View,38293
AR,Pea Ridge,83571
AR,Smackover,54222
AR,El Dorado,51926
AR,El Dorado,31279
AR,El Dorado,31112
AR,Clinton,51943
AR,Sonora,81375
AR,Malvern,37324
AR,Fayetteville,47481
AR,Springdale,47419
AR,Springdale,46287
AR,Springdale,68276
AR,Farmington,82887
AR,Springdale,84076
AR,Fayetteville,19925
AR,Farmington,46644
AR,Fayetteville,22348
AR,Springdale,43882
AR,Newark,48144
AR,Pangburn,59291
AR,Searcy,36214
AR,Searcy,66934
AR,Beebe,69736
AR,Beebe,74781
AR,Augusta,40892
AR,Dardanelle,54745
AR,Newport,38790
AR,Pine Bluff,33541
AR,Pine Bluff,39499
AR,Clarksville,48258
AR,Hoxie,34800
AR,Ashdown,53566
AR,Cabot,81407
AR,Lonoke,69614
AR,Rogers,58396
AR,Yellville,46497
AR,Texarkana,45439
AR,Blytheville,59919
AR,Clarendon,46384
AR,Camden,51434
AR,West Helena,39977
AR,Trumann,49235
AR,Hector,43222
AR,Russellville,43878
AR,Little Rock,69200
AR,Bella Vista,75247
AR,Little Rock,81944
AR,North Little Rock,28992
AR,North Little Rock,39637
AR,Jacksonville,53346
AR,Sherwood,67709
AR,Mabelvale,33569
AR,Little Rock,122566
AR,Maumelle,72438
AR,Pocahontas,50214
AR,Benton,62395
AR,Gentry,55902
AR,Little Rock,53274
AR,Waldron,53636
AR,Fort Smith,28749
AR,Fort Smith,38171
AR,Dewitt,62145
AR,Hackett,72302
AR,Timbo,42872
AR,El Dorado,63101
AR,Fayetteville,88997
AR,Springdale,83684
AR,Fayetteville,51116
AR,Lowell,87613
AR,Bradford,52801
AR,Beebe,67054
AR,Danville,46117
AR,Stuttgart,23743
AR,Gillett,52407
AR,Hamburg,55619
AR,Crossett,67610
AR,Mountain Home,34736
AR,Mountain Home,53100
AR,Cotter,37578
AR,Valley Springs,50528
AR,Pea Ridge,92734
AR,Rogers,52877
AR,Rogers,53625
AR,Rogers,101528
AR,Bentonville,39761
AR,Bentonville,103339
AR,Bella Vista,56899
AR,Centerton,99608
AR,Gravette,63848
AR,Siloam Springs,50198
AR,Hampton,45135
AR,Bentonville,121903
AR,Rogers,149574
AR,Garfield,68290
AR,Rogers,82141
AR,Valley Springs,41280
AR,Harrison,57327
AR,Hermitage,62069
AR,Hampton,52311
AR,Berryville,44546
AR,Eudora,47672
AR,Eudora,31657
AR,Eudora,35543
AR,Arkadelphia,15984
AR,Piggott,56088
AR,Corning,46040
CA,Bieber,54602
CA,Blocksburg,24830
CA,Alpine,91662
CA,Watsonville,63761
CA,Aptos,96841
CA,Arroyo Grande,81093
CA,Auburn,71164
CA,Bakersfield,71025
CA,Eureka,41404
CA,Bella Vista,60891
CA,Benton,33158
CA,Big Bend,29530
CA,Novato,132698
CA,Bolinas,100173
CA,Borrego Springs,41547
CA,Brentwood,100640
CA,Buellton,80327
CA,Oroville,78774
CA,Calimesa,61578
CA,Cambria,78162
CA,Camptonville,45763
CA,Bodega Bay,32499
CA,Santa Maria,72668
CA,Cazadero,57388
CA,Covina,74506
CA,Chino,82439
CA,Clayton,135724
CA,Concord,67508
CA,Colfax,62241
CA,Compton,52186
CA,Watsonville,114042
CA,West Covina,77334
CA,Quincy,36865
CA,Daly City,88415
CA,Delano,46670
CA,Mckittrick,64762
CA,Diamond Bar,101668
CA,Avery,94240
CA,Dublin,126995
CA,Hemet,59514
CA,Compton,55412
CA,San Luis Obispo,70959
CA,Elk Creek,43059
CA,El Segundo,104661
CA,Escondido,67119
CA,Chowchilla,46256
CA,Sonoma,67684
CA,Flournoy,55519
CA,New Pine Creek,39439
CA,Merced,49495
CA,Fresno,33535
CA,Stockton,45384
CA,Gilroy,94368
CA,Downieville,21163
CA,Westley,46187
CA,Greenville,40839
CA,Gustine,55566
CA,Vacaville,107548
CA,Herald,105322
CA,Highland,71416
CA,Twentynine Palms,38162
CA,Huntington Beach,98804
CA,Greenville,17122
CA,Ione,67768
CA,Jamul,116516
CA,Jurupa Valley,66953
CA,Kenwood,102857
CA,Truckee,69749
CA,Ladera Ranch,146539
CA,Chester,105321
CA,Redding,54704
CA,Aguanga,64425
CA,Riverdale,53317
CA,La Selva Beach,115367
CA,Lebec,50166
CA,Barstow,45143
CA,Lindsay,40664
CA,Livingston,57266
CA,Ben Lomond,89332
CA,Mountain View,159081
CA,Lost Hills,36199
CA,Mcarthur,62566
CA,Madera,49807
CA,Eureka,46160
CA,Jackson,42633
CA,Quincy,66548
CA,Merced,51987
CA,Herlong,123055
CA,Lompoc,103219
CA,Monrovia,86051
CA,Turlock,22499
CA,Twentynine Palms,48547
CA,Martinez,67025
CA,San Bernardino,44076
CA,Tulelake,22615
CA,Norco,97832
CA,Richmond,50937
CA,Oak Hills,87622
CA,Oceano,54837
CA,Weldon,39841
CA,Oroville,59644
CA,Palm Desert,71209
CA,Paramount,55116
CA,Visalia,50731
CA,Petaluma,91924
CA,King City,75691
CA,Piru,57660
CA,Santa Cruz,80553
CA,Benicia,104845
CA,Chester,89000
CA,Ramona,77090
CA,Corning,37053
CA,Redwood Valley,84082
CA,Rio Dell,45122
CA,Somerset,48136
CA,Lomita,143582
CA,Ross,164985
CA,Sacramento,64615
CA,Upland,107195
CA,San Dimas,91998
CA,San Juan Capistrano,95567
CA,San Miguel,62308
CA,Santa Cruz,80113
CA,San Rafael,97244
CA,Aptos,72597
CA,Visalia,32149
CA,Shingletown,52956
CA,Helendale,73676
CA,Truckee,30614
CA,South Gate,54149
CA,Ravendale,60188
CA,Palo Alto,89161
CA,Porterville,33647
CA,Truckee,72202
CA,Taft,57445
CA,Shoshone,24696
CA,Terra Bella,38206
CA,Cazadero,63405
CA,Tracy,87689
CA,Tulare,58613
CA,Twentynine Palms,52048
CA,Avery,68946
CA,Castaic,80845
CA,Azusa,82224
CA,Walnut,108837
CA,Watsonville,57753
CA,Torrance,79017
CA,Los Angeles,39928
CA,Wheatland,64580
CA,Willow Creek,35613
CA,Lake Isabella,52875
CA,Oroville,51844
CA,Twentynine Palms,51100
CA,Kensington,141291
CA,Crescent City,56914
CA,Fort Dick,65856
CA,South Lake Tahoe,68506
CA,South Lake Tahoe,112677
CA,South Lake Tahoe,94980
CA,Cool,93996
CA,El Dorado Hills,135569
CA,El Dorado Hills,175893
CA,Bakersfield,26342
CA,Cameron Park,122054
CA,Placerville,94510
CA,Placerville,82260
CA,Grizzly Flat,80195
CA,Placerville,48564
CA,South Lake Tahoe,46427
CA,South Lake Tahoe,68746
CA,Fresno,31331
CA,Pasadena,26936
CA,Fresno,32195
CA,Bakersfield,101564
CA,Fresno,37775
CA,Fresno,23025
CA,Fresno,114884
CA,Fowler,68012
CA,Fresno,67770
CA,Fresno,37213
CA,Fresno,46000
CA,Fresno,25363
CA,Fresno,44403
CA,Fresno,20513
CA,Bakersfield,90801
CA,Fresno,28276
CA,Clovis,47015
CA,Fresno,38784
CA,Fresno,39390
CA,Fresno,100401
CA,Fresno,96454
CA,Fresno,69094
CA,Kerman,45548
CA,Fresno,61762
CA,Fresno,78293
CA,Bakersfield,49017
CA,Fresno,75827
CA,Fresno,99856
CA,Fresno,51513
CA,Fresno,42661
CA,Fresno,130379
CA,Fresno,24519
CA,Fresno,42565
CA,Fresno,60998
CA,Fresno,49134
CA,Fresno,26223
CA,Lebec,56992
CA,Fresno,31272
CA,Fresno,92719
CA,Clovis,94931
CA,Fresno,116641
CA,Clovis,105422
CA,Clovis,42459
CA,Clovis,48088
CA,Clovis,72850
CA,Clovis,66140
CA,Sanger,77299
CA,Bakersfield,76076
CA,Sanger,36631
CA,Sanger,67028
CA,Big Creek,91840
CA,Tollhouse,107612
CA,Orange Cove,36480
CA,Reedley,82535
CA,Parlier,61962
CA,Selma,58925
CA,Kingsburg,124958
CA,Selma,43666
CA,Shafter,39209
CA,Raisin City,46691
CA,Five Points,29663
CA,Coalinga,95126
CA,Mendota,40404
CA,Firebaugh,59164
CA,Parlier,42883
CA,Elk Creek,63237
CA,Hamilton City,47707
CA,Eureka,85033
CA,Eureka,99433
CA,Mcfarland,38045
CA,Eureka,42733
CA,Eureka,75316
CA,Arcata,40289
CA,Trinidad,59154
CA,Mckinleyville,48106
CA,Fortuna,68994
CA,Bridgeville,50321
CA,Scotia,64765
CA,Hoopa,42756
CA,Brawley,68139
CA,Weldon,44177
CA,Brawley,67675
CA,Oakland,69451
CA,Holtville,41460
CA,Imperial,82874
CA,El Centro,48768
CA,El Centro,52637
CA,El Centro,39420
CA,Calexico,70533
CA,Seeley,40304
CA,Bishop,91625
CA,Independence,64939
CA,California City,57977
CA,Bakersfield,47383
CA,Bakersfield,50879
CA,Bakersfield,44633
CA,Bakersfield,61146
CA,Bakersfield,64345
CA,Bakersfield,58604
CA,Bakersfield,63028
CA,Bakersfield,31798
CA,Bakersfield,42143
CA,Bakersfield,26335
CA,Tehachapi,79435
CA,Bakersfield,56318
CA,Bakersfield,29901
CA,Bakersfield,18072
CA,Bakersfield,38245
CA,Bakersfield,57296
CA,Bakersfield,72112
CA,Bakersfield,28287
CA,Bakersfield,57505
CA,Bakersfield,107627
CA,Bakersfield,56758
CA,Bakersfield,36454
CA,Bakersfield,54369
CA,Bakersfield,62899
CA,Bakersfield,46091
CA,Bakersfield,54283
CA,Bakersfield,73228
CA,Lebec,52122
CA,Taft,67801
CA,Bakersfield,120751
CA,Bakersfield,134280
CA,Shafter,46599
CA,Hanford,94000
CA,Wasco,47921
CA,Delano,0
CA,Mcfarland,45167
CA,Delano,43192
CA,Bakersfield,59397
CA,Weldon,29345
CA,Ridgecrest,37548
CA,Ridgecrest,69092
CA,Inyokern,125966
CA,California City,42088
CA,Hanford,69956
CA,Rosamond,57877
CA,Tehachapi,74316
CA,Tehachapi,95438
CA,Arvin,53026
CA,Lamont,39654
CA,California City,47312
CA,Lemoore,84148
CA,Lemoore,61052
CA,Hanford,92303
CA,Hanford,42361
CA,Lakeport,50565
CA,Hanford,64685
CA,Hanford,46209
CA,Corcoran,48378
CA,Avenal,0
CA,Lakeport,61381
CA,Clearlake Oaks,46508
CA,Clearlake,41732
CA,Kelseyville,61941
CA,Ravendale,43464
CA,Susanville,60707
CA,Lakeport,59288
CA,Janesville,72742
CA,Tujunga,54587
CA,Tujunga,80790
CA,Sunland,87333
CA,Sunland,71081
CA,Pacoima,41633
CA,Lake View Terrace,45536
CA,Pacoima,66370
CA,Pacoima,63855
CA,Pacoima,49790
CA,Litchfield,78642
CA,Sylmar,75216
CA,Sylmar,78072
CA,Sylmar,77745
CA,Granada Hills,116540
CA,Sylmar,61085
CA,Northridge,149418
CA,Granada Hills,89915
CA,Mission Hills,84635
CA,Granada Hills,78131
CA,Granada Hills,104501
CA,Sun Valley,88535
CA,Northridge,102520
CA,Northridge,80195
CA,Chatsworth,100529
CA,West Hills,51265
CA,Chatsworth,49196
CA,Canoga Park,97358
CA,Northridge,54102
CA,Northridge,72350
CA,North Hills,97155
CA,North Hills,94694
CA,Pacoima,50352
CA,North Hills,57134
CA,Berkeley,137482
CA,Arleta,63169
CA,Panorama City,55225
CA,Pacomia,93735
CA,Panorama City,53845
CA,Panorama City,38639
CA,Sun Valley,64124
CA,Sun Valley,82152
CA,North Hollywood,37221
CA,North Hollywood,78216
CA,Pacoima,55742
CA,Sun Valley,72734
CA,North Hollywood,54091
CA,North Hollywood,51251
CA,North Hollywood,44769
CA,Van Nuys,70527
CA,North Hollywood,66694
CA,North Hollywood,61317
CA,North Hollywood,61971
CA,Van Nuys,79790
CA,Sherman Oaks,99722
CA,Sylmar,79124
CA,North Hollywood,80337
CA,North Hollywood,82066
CA,Van Nuys,47449
CA,Van Nuys,51373
CA,Van Nuys,46447
CA,Van Nuys,27295
CA,Van Nuys,66827
CA,Van Nuys,31285
CA,Van Nuys,109043
CA,Van Nuys,85057
CA,Downey,84852
CA,Van Nuys,88486
CA,Reseda,66388
CA,Reseda,61022
CA,Van Nuys,74793
CA,Reseda,67360
CA,Reseda,92706
CA,Canoga Park,93502
CA,Canoga Park,87073
CA,West Hills,44542
CA,Canoga Park,50429
CA,Sylmar,94672
CA,Canoga Park,62210
CA,West Hills,96502
CA,West Hills,127420
CA,Woodland Hills,102316
CA,Woodland Hills,113789
CA,Woodland Hills,74477
CA,Encino,99682
CA,Encino,50185
CA,Encino,55119
CA,Encino,179773
CA,Granada Hills,88973
CA,Sherman Oaks,80261
CA,Sherman Oaks,91762
CA,Sherman Oaks,176545
CA,North Hollywood,108180
CA,Studio City,81124
CA,Studio City,158569
CA,Los Angeles,88527
CA,Los Angeles,106443
CA,Los Angeles,56625
CA,Los Angeles,65014
CA,Granada Hills,94880
CA,Los Angeles,48313
CA,Los Angeles,32750
CA,Los Angeles,62747
CA,Los Angeles,104280
CA,Los Angeles,93243
CA,Los Angeles,50672
CA,Los Angeles,71281
CA,Los Angeles,68430
CA,Los Angeles,123433
CA,Los Angeles,122950
CA,Chatsworth,111176
CA,Los Angeles,71807
CA,Los Angeles,38165
CA,Los Angeles,37398
CA,Hollywood,42480
CA,Los Angeles,41109
CA,Los Angeles,49524
CA,Los Angeles,35216
CA,Los Angeles,58909
CA,Los Angeles,89790
CA,Los Angeles,54342
CA,Chatsworth,94752
CA,Los Angeles,98817
CA,Los Angeles,103697
CA,Los Angeles,74463
CA,Los Angeles,109647
CA,Los Angeles,67269
CA,Los Angeles,59596
CA,Los Angeles,55746
CA,Los Angeles,57929
CA,Los Angeles,44460
CA,Los Angeles,50538
CA,Northridge,67978
CA,Los Angeles,57923
CA,Los Angeles,63300
CA,Los Angeles,43352
CA,Los Angeles,44291
CA,Los Angeles,46628
CA,Los Angeles,56085
CA,Los Angeles,38558
CA,Los Angeles,33061
CA,Los Angeles,44018
CA,Los Angeles,30136
CA,North Hills,92122
CA,Los Angeles,29299
CA,Oakland,77975
CA,Los Angeles,77583
CA,Los Angeles,34427
CA,Los Angeles,41800
CA,Los Angeles,25736
CA,Los Angeles,26396
CA,Los Angeles,33119
CA,Los Angeles,31778
CA,Los Angeles,65975
CA,Los Angeles,37242
CA,Arleta,73869
CA,Los Angeles,84137
CA,Los Angeles,52773
CA,Los Angeles,37655
CA,Los Angeles,45470
CA,Los Angeles,43047
CA,Los Angeles,64429
CA,Los Angeles,38042
CA,Los Angeles,91974
CA,Los Angeles,112171
CA,Los Angeles,95353
CA,Panorama City,84752
CA,Beverly Hills,83580
CA,Los Angeles,104387
CA,Beverly Hills,105278
CA,Los Angeles,96724
CA,Los Angeles,68459
CA,Los Angeles,48056
CA,Los Angeles,36483
CA,Los Angeles,55594
CA,Los Angeles,53101
CA,Los Angeles,50760
CA,Panorama City,38768
CA,Los Angeles,32732
CA,Los Angeles,53755
CA,Los Angeles,43755
CA,Los Angeles,59581
CA,Los Angeles,37090
CA,Los Angeles,66637
CA,Los Angeles,32434
CA,Los Angeles,27706
CA,Los Angeles,18224
CA,Los Angeles,37079
CA,Sun Valley,52081
CA,Los Angeles,63161
CA,Los Angeles,34963
CA,Los Angeles,43320
CA,Los Angeles,27709
CA,Los Angeles,29157
CA,Los Angeles,24867
CA,Los Angeles,45723
CA,Los Angeles,27902
CA,Los Angeles,40100
CA,Los Angeles,38268
CA,North Hollywood,35986
CA,Los Angeles,40317
CA,Los Angeles,80654
CA,Los Angeles,48612
CA,Los Angeles,50194
CA,Los Angeles,39570
CA,Los Angeles,39666
CA,Los Angeles,75488
CA,Los Angeles,70405
CA,Los Angeles,31830
CA,Los Angeles,58280
CA,North Hollywood,66348
CA,Los Angeles,51703
CA,Los Angeles,54556
CA,Inglewood,49347
CA,Los Angeles,30063
CA,Los Angeles,43828
CA,Los Angeles,36769
CA,Los Angeles,37936
CA,Los Angeles,36647
CA,Los Angeles,45501
CA,Los Angeles,34515
CA,North Hollywood,62472
CA,Los Angeles,26815
CA,Los Angeles,60519
CA,Los Angeles,41169
CA,Los Angeles,35746
CA,Los Angeles,21116
CA,Los Angeles,23353
CA,Los Angeles,53823
CA,Los Angeles,166585
CA,Los Angeles,189728
CA,Pacific Palisades,130804
CA,North Hollywood,43354
CA,Los Angeles,105830
CA,Los Angeles,103013
CA,Los Angeles,34222
CA,Los Angeles,113671
CA,Los Angeles,112470
CA,Los Angeles,70900
CA,Los Angeles,86354
CA,Los Angeles,201716
CA,Los Angeles,165946
CA,Los Angeles,82446
CA,North Hollywood,56783
CA,Los Angeles,56523
CA,Los Angeles,69937
CA,Los Angeles,61244
CA,Los Angeles,139846
CA,Los Angeles,85208
CA,Los Angeles,110246
CA,Los Angeles,79279
CA,Venice,127023
CA,Venice,90978
CA,Los Angeles,152609
CA,Van Nuys,57218
CA,Marina Del Rey,129091
CA,Berkeley,77898
CA,Los Angeles,59922
CA,Los Angeles,122651
CA,Culver City,93754
CA,Los Angeles,113745
CA,Playa Del Rey,86856
CA,Los Angeles,134756
CA,Playa Del Rey,159886
CA,Gardena,50930
CA,Torrance,71178
CA,Van Nuys,44980
CA,Harbor City,64107
CA,Wilmington,48199
CA,Harbor City,75937
CA,Wilmington,56586
CA,Wilmington,43827
CA,San Pedro,68164
CA,San Pedro,52093
CA,San Pedro,71336
CA,San Pedro,56074
CA,San Pedro,125147
CA,Van Nuys,62682
CA,San Pedro,99264
CA,La Crescenta,103793
CA,La Crescenta,76871
CA,Glendale,99322
CA,Glendale,125819
CA,Los Angeles,125481
CA,Glendale,71613
CA,Glendale,86350
CA,Glendale,78126
CA,Glendale,73348
CA,Van Nuys,92443
CA,Glendale,65155
CA,Glendale,56184
CA,Glendale,66047
CA,Glendale,86436
CA,Glendale,53264
CA,Glendale,69908
CA,Burbank,95896
CA,Burbank,71316
CA,Burbank,47878
CA,Pasadena,67988
CA,Reseda,65182
CA,Burbank,93727
CA,Burbank,95005
CA,Burbank,92215
CA,Burbank,85642
CA,San Fernando,69910
CA,Downey,166860
CA,San Dimas,61607
CA,Glendora,135047
CA,Glendora,75146
CA,Glendora,69703
CA,Reseda,91669
CA,Glendora,84194
CA,San Dimas,112282
CA,San Dimas,82074
CA,Pomona,72283
CA,Claremont,80489
CA,Pomona,50591
CA,Pomona,39659
CA,Pomona,79070
CA,Pomona,59872
CA,Pomona,69867
CA,Canoga Park,90175
CA,Pomona,50018
CA,Walnut,92878
CA,Pomona,87555
CA,Diamond Bar,116330
CA,Diamond Bar,74100
CA,Walnut,101129
CA,Walnut,129942
CA,Covina,87587
CA,Covina,103426
CA,Glendora,63122
CA,Canoga Park,43390
CA,Azusa,81020
CA,Azusa,42989
CA,Azusa,56323
CA,Baldwin Park,52026
CA,Baldwin Park,61273
CA,Baldwin Park,74601
CA,Baldwin Park,54870
CA,West Covina,72493
CA,West Covina,83925
CA,Covina,72862
CA,West Hills,85303
CA,Covina,88115
CA,Covina,56555
CA,West Covina,90758
CA,West Covina,74573
CA,West Covina,87707
CA,La Puente,72821
CA,La Puente,86036
CA,La Puente,79644
CA,La Puente,54043
CA,La Puente,67494
CA,Woodland Hills,122556
CA,West Covina,100851
CA,La Puente,79174
CA,La Puente,54070
CA,Rowland Heights,70175
CA,Hacienda Heights,65473
CA,Hacienda Heights,106196
CA,Hacienda Heights,132955
CA,Rowland Heights,136447
CA,Rowland Heights,53529
CA,Duarte,105358
CA,Tarzana,53763
CA,Duarte,70195
CA,Oakland,61577
CA,Monrovia,67199
CA,Sierra Madre,107162
CA,Arcadia,75544
CA,Arcadia,78445
CA,Arcadia,100364
CA,Monrovia,79488
CA,Duarte,62503
CA,Temple City,35100
CA,Arcadia,82882
CA,Tarzana,131135
CA,Temple City,69107
CA,Temple City,94258
CA,El Monte,76522
CA,El Monte,68133
CA,El Monte,54672
CA,Rosemead,84718
CA,El Monte,56439
CA,El Monte,50126
CA,El Monte,60847
CA,South El Monte,46816
CA,Encino,102988
CA,El Monte,46790
